"","Transect_ID","Transect_nickname","Position_along_transect_m","Sample_ID","Litter_depth_cm","pH_mean","Vial_type","percent_soil_moisture","QUAG","QUDO","PISA","CEANOTHUS","TOTAL"
"1",20.2001,"Qu.do 1(water tower)",0,20.0349,1,6.56,"SCINT",24.435318275154,0,0.0396896901307902,0,0,0.0396896901307902
"2",20.2001,"Qu.do 1(water tower)",2,20.0357,0.5,6.10333333333333,"TUBE UNKNOWN",28.0630401626843,0,0.0921409315993018,0,0,0.0921409315993018
"3",20.2001,"Qu.do 1(water tower)",4,20.0185,1.5,6.77,"SCINT",20.3893442622951,0,0.143851175543458,0.0119335918891135,0,0.155784767432571
"4",20.2001,"Qu.do 1(water tower)",6,20.0329,1.5,6.43333333333333,"Falcon",19.9279093717817,0,0.0484120080397828,0.0319397450601169,0,0.0803517530998996
"5",20.2001,"Qu.do 1(water tower)",8,20.0625,0.5,6.29,"SCINT",24.1198108250131,0,0.0282559639610968,0.0881096410312866,0,0.116365604992383
"6",20.2001,"Qu.do 1(water tower)",10,20.0505,1,6.23333333333333,"Falcon",21.7391304347826,0.00329635115026355,0,0.122108999087552,0.0158771926550583,0.141282542892874
"7",20.2001,"Qu.do 1(water tower)",12,20.0233,4,6.41333333333333,"Falcon",21.4214214214214,0,0,0.0724134478976854,0.0258720401815784,0.0982854880792638
"8",20.2001,"Qu.do 1(water tower)",14,20.0453,5,6.26,"SCINT",19.2348008385744,0,0,0.0673094692983736,0.0545226305212468,0.12183209981962
"9",20.2001,"Qu.do 1(water tower)",16,20.0537,4,6.21,"SCINT",19.1576784797124,0,0,0.0445201786488588,0.0449808974814157,0.0895010761302745
"10",20.2001,"Qu.do 1(water tower)",18,20.0577,5,6.21666666666667,"SCINT",20.4405737704918,0.0114752331358139,0,0.0342267646445191,0.0225445841160666,0.0682465818963997
"11",20.2001,"Qu.do 1(water tower)",20,20.0217,5,6.56,"SCINT",19.0108191653787,0,0,0,0,0
"12",20.2001,"Qu.do 1(water tower)",22,20.0321,4,5.86333333333333,"Falcon",19.8355601233299,0,0,0.0218740913220081,0,0.0218740913220081
"13",20.2001,"Qu.do 1(water tower)",24,20.0425,3.5,6.42666666666667,"SCINT",19.6189495365603,0,0,0.0597479313295809,0,0.0597479313295809
"14",20.2001,"Qu.do 1(water tower)",26,20.0077,9,6.23,"Falcon",21.1311053984576,0.0133629067912956,0,0.289857949053986,0,0.303220855845282
"15",20.2001,"Qu.do 1(water tower)",28,20.0541,0.5,6.88,"Falcon",46.8686181075562,0.0144854808459249,0,0.186483004963547,0,0.200968485809472
"16",20.2001,"Qu.do 1(water tower)",30,20.0029,0.5,6.51333333333333,"SCINT",21.4541730670763,0.00342131919651314,0,0.0822451746643469,0,0.08566649386086
"17",20.2002,"Holly Hollow",0,20.0033,0.25,6.36333333333333,"SCINT",23.2115285640762,0,1,0.11313650984275,0,1.11313650984275
"18",20.2002,"Holly Hollow",2,20.0609,2.5,6.42333333333333,"SCINT",30.4639175257732,0,0.104442460882881,0.300366607594796,0,0.404809068477677
"19",20.2002,"Holly Hollow",4,20.0289,0.5,6.32333333333333,"SCINT",24.2002063983488,0,0.0628285454894439,0.0600272282289895,0,0.122855773718433
"20",20.2002,"Holly Hollow",6,20.0597,NA,6.40333333333333,"SCINT",21.4358974358974,0,0.0179867682963933,0.0337953920530831,0,0.0517821603494765
"21",20.2002,"Holly Hollow",8,20.0589,4,6.58,"SCINT",24.217547460236,0,0.0140692943563793,0,0,0.0140692943563793
"22",20.2002,"Holly Hollow",10,20.067,1.5,6.39333333333333,"SCINT",20.8140133951571,0,0,0,0,0
"23",20.2002,"Holly Hollow",12,20.0533,0.5,6.24666666666667,"SCINT",24.5360824742268,0,0,0,0,0
"24",20.2002,"Holly Hollow",14,20.0025,6,5.99,"TUBE UNKNOWN",20.7759060745278,0,0,0,0,0
"25",20.2002,"Holly Hollow",16,20.0521,0.25,5.73666666666667,"TUBE UNKNOWN",20.160481444333,0.0153096863668231,0.014930022413012,0,0,0.0302397087798352
"26",20.2002,"Holly Hollow",18,20.0617,5,6.22333333333333,"SCINT",21.8014329580348,0,0.0448935993778909,0,0,0.0448935993778909
"27",20.2002,"Holly Hollow",20,20.0621,3,6.5,"Falcon",20.4708290685773,0,0.0556647744416358,0.00602619025593943,0,0.0616909646975752
"28",20.2002,"Holly Hollow",22,20.0561,3,6.54,"Falcon",20.7354443309499,0,0.0773277483736022,0,0,0.0773277483736022
"29",20.2002,"Holly Hollow",24,20.0045,2,6.45,"SCINT",19.0180878552972,0,0.0424148070061083,0,0,0.0424148070061083
"30",20.2002,"Holly Hollow",26,20.0149,1,5.99,"SCINT",18.1329423264907,0,0.0355079038805979,0,0,0.0355079038805979
"31",20.2002,"Holly Hollow",28,20.0333,NA,6.00333333333333,"SCINT",21.2371134020619,0,0.0143399488000981,0,0,0.0143399488000981
"32",20.2002,"Holly Hollow",30,20.0221,0.5,5.92,"SCINT",22.1139045664443,0,0.00885689236918564,0,0,0.00885689236918564
"33",20.2003,"Laura's Ledge",0,20.0441,NA,5.59,"SCINT",14.7270854788877,0,0.0985441051706315,0,0,0.0985441051706315
"34",20.2003,"Laura's Ledge",2,20.0501,NA,5.89333333333333,"SCINT",17.5141242937853,0,0.200239939868712,0,0,0.200239939868712
"35",20.2003,"Laura's Ledge",4,20.0477,1,5.86,"SCINT",15.9301130524152,0,0.0495405946499165,0,0,0.0495405946499165
"36",20.2003,"Laura's Ledge",6,20.0513,0.25,6.01333333333333,"SCINT",17.906618778861,0,0.0112027523043982,0,0,0.0112027523043982
"37",20.2003,"Laura's Ledge",8,20.0629,0.5,5.92666666666667,"SCINT",20.6454918032787,0,0,0,0,0
"38",20.2003,"Laura's Ledge",10,20.0225,0.25,5.69666666666667,"SCINT",22.2959183673469,0,0.0157345793493511,0,0,0.0157345793493511
"39",20.2003,"Laura's Ledge",12,20.0421,2,6.04333333333333,"TUBE UNKNOWN",18.3599793708097,0,0.0410817895777658,0,0,0.0410817895777658
"40",20.2003,"Laura's Ledge",14,20.0069,0.25,5.734,"TUBE UNKNOWN",17.0866935483871,0,0.117508584673381,0,0,0.117508584673381
"41",20.2003,"Laura's Ledge",16,20.0249,NA,5.61,"SCINT",19.4029850746269,0,0.0595719615992125,0,0,0.0595719615992125
"42",20.2003,"Laura's Ledge",18,20.0253,0.25,6.13,"SCINT",25.5384615384615,0,0.0519415269592894,0,0,0.0519415269592894
"43",20.2003,"Laura's Ledge",20,20.0165,4,6.12666666666667,"SCINT",15.1717068170169,0,0.0349681535343096,0,0,0.0349681535343096
"44",20.2003,"Laura's Ledge",22,20.0169,1,6.25,"SCINT",17.8608515057113,0,0.0250341267882644,0,0,0.0250341267882644
"45",20.2003,"Laura's Ledge",24,20.0101,0.5,6.29,"TUBE UNKNOWN",16.1340206185567,0,0.017105835176102,0,0,0.017105835176102
"46",20.2003,"Laura's Ledge",26,20.0061,0.5,6.1,"SCINT",17.2928461142563,0,0.0353708717179022,0,0,0.0353708717179022
"47",20.2003,"Laura's Ledge",28,20.0581,1,6.19,"SCINT",17.2219374679651,0,0.0831073392672499,0,0,0.0831073392672499
"48",20.2003,"Laura's Ledge",30,20.0417,1,6.36333333333333,"SCINT",15.5145929339478,0,0.0950221111554405,0,0,0.0950221111554405
"49",20.2004,"Gabe's Glen",0,20.0473,1.5,6.27666666666667,"TUBE UNKNOWN",13.0144032921811,0.0194296623257005,0.0128636972168133,0,0,0.0322933595425139
"50",20.2004,"Gabe's Glen",2,20.0141,0.25,6.15,"TUBE UNKNOWN",12.9435282358821,0.0413685003779179,0.0120604410905582,0,0,0.0534289414684761
"51",20.2004,"Gabe's Glen",4,20.0145,0.25,5.69,"SCINT",12.3469387755102,0.0729038393573624,0,0,0,0.0729038393573624
"52",20.2004,"Gabe's Glen",6,20.0053,1.5,5.99333333333333,"SCINT",20.9039548022599,0.0650001570949439,0,0,0,0.0650001570949439
"53",20.2004,"Gabe's Glen",8,20.0397,0.5,6.52,"TUBE UNKNOWN",17.1732522796353,0.0444006681574885,0,0,0,0.0444006681574885
"54",20.2004,"Gabe's Glen",10,20.0113,0.5,6.20666666666667,"TUBE UNKNOWN",15.5716502845318,0.0337740576628538,0,0,0,0.0337740576628538
"55",20.2004,"Gabe's Glen",12,20.0121,1.5,6.34666666666667,"Falcon",19.0108191653787,0,0,0,0,0
"56",20.2004,"Gabe's Glen",14,20.0093,0.25,6.03333333333333,"SCINT",15.3885743695317,0,0.0340373824595892,0,0,0.0340373824595892
"57",20.2004,"Gabe's Glen",16,20.0605,0.25,6.76,"Falcon",19.332985930172,0.0097436894471504,0.0602577976202055,0,0,0.0700014870673559
"58",20.2004,"Gabe's Glen",18,20.0325,3,6.53666666666667,"TUBE UNKNOWN",11.0087045570916,0.0145140054844537,0.243892162205974,0,0,0.258406167690427
"59",20.2004,"Gabe's Glen",20,20.0465,1,6.56666666666667,"SCINT",16.3496143958869,0.0157831064093135,0.0813814080426215,0,0,0.097164514451935
"60",20.2004,"Gabe's Glen",22,20.0209,5,5.93333333333333,"SCINT",16.8200408997955,0.0109534432750999,0.0381710421496044,0,0,0.0491244854247043
