sequence,taxonomy,,,,,,,,,,,,,,,,,
Seq8,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq10,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq74,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq85,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq170,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq185,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq189,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq213,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq215,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq219,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq252,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq255,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq289,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq330,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq340,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq510,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq522,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq559,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq580,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq606,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq680,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq689,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq700,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq705,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq771,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq777,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq825,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq862,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq871,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq899,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq929,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq935,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq949,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq966,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq968,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq978,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq981,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1030,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1032,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1057,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1092,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1118,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1174,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1190,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1193,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1242,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1262,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1264,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1268,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1279,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1287,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1321,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1400,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1405,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1459,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1479,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1498,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1499,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1506,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1534,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1540,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1549,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1575,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1615,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1617,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1689,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1702,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1703,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1712,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1745,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1807,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1810,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1817,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1823,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1831,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1862,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1863,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1877,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1889,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1911,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1924,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq1966,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2017,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2034,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2069,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2071,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2085,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2089,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2093,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2114,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2124,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2127,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2128,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2147,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2157,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2181,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2185,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2210,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2218,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2221,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2222,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2239,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2245,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2252,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2255,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2286,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2323,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2418,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2425,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2471,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2472,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2478,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2532,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2540,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2542,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2552,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2557,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2563,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2567,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2568,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2570,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2573,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2574,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2588,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
